txid,timestamp,block_height,time_step,input_addresses,output_addresses,input_amounts,output_amounts,fee_btc,num_inputs,num_outputs,total_input_amount_btc,total_output_amount_btc,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10004311,2026-01-03 03:40:00,850262,2,W001343|W001439|W002391,W000130,0.081021|0.073296|0.015837,0.169732,0.000421,3,1,0.170154,0.169732,P2WPKH,W001343,W000130,11,358.93,2,2,1,2,synthetic_normal,normal
TX10004966,2026-01-03 03:49:00,850262,2,W001745,W001928|W002480,0.477996,0.346074|0.129021,0.002901,1,2,0.477996,0.475095,P2PKH,W001745,W001928,14,306.392,15,1,1,1,synthetic_normal,normal
TX10008253,2026-01-03 04:28:00,850266,2,W000287,W002441|W000260|W001033|W001771,0.411248,0.273195|0.112380|0.020572|0.001401,0.003698,1,4,0.411248,0.40755,P2PKH,W000287,W002441,6,14.466,14,2,1,2,synthetic_normal,normal
TX10004571,2026-01-03 05:00:00,850270,2,W001007|W001712|W001770,W001271|W001938|W001836,0.596652|0.165952|0.482954,0.520461|0.242801|0.479615,0.00268,3,3,1.245558,1.242878,P2WPKH,W001007,W001271,8,66.65,2,2,2,1,synthetic_normal,normal
TX10007545,2026-01-03 05:04:00,850270,2,W001156|W001955|W002151,W000262|W001768|W000210|W000831,0.216497|0.135246|0.029690,0.004209|0.089981|0.114618|0.169929,0.002695,3,4,0.381433,0.378738,P2SH,W001156,W000262,7,200.615,3,2,2,1,synthetic_normal,normal
TX10006988,2026-01-03 06:01:00,850276,2,W000537|W001694,W001845,0.165070|0.012447,0.174843,0.002674,2,1,0.177517,0.174843,P2PKH,W000537,W001845,7,188.173,16,1,1,1,synthetic_normal,normal
TX10004870,2026-01-03 06:26:00,850278,2,W001834,W000770|W001464|W000585,0.240816,0.108732|0.016054|0.115729,0.0003,1,3,0.240816,0.240516,P2PKH,W001834,W000770,7,250.518,8,1,2,2,synthetic_normal,normal
TX10006002,2026-01-03 06:31:00,850279,2,W000218|W000306,W000843|W001880|W001680|W000926,0.325516|0.098073,0.080478|0.188558|0.074296|0.078788,0.00147,2,4,0.423589,0.422119,P2WPKH,W000218,W000843,11,193.605,17,2,2,2,synthetic_normal,normal
TX10005553,2026-01-03 06:31:00,850279,2,W000371|W000265|W000405,W002443|W001696|W000774,0.097953|0.236747|0.313250,0.346032|0.297764|0.003107,0.001047,3,3,0.64795,0.646903,P2WSH,W000371,W002443,10,164.031,5,2,2,1,synthetic_normal,normal
TX10004464,2026-01-03 07:00:00,850282,2,W001023|W001973|W000608,W000180,0.017327|0.033653|0.017530,0.066310,0.002201,3,1,0.068511,0.06631,P2WPKH,W001023,W000180,15,131.911,5,2,1,1,synthetic_normal,normal
TX10002107,2026-01-03 07:28:00,850284,2,W000140|W002209|W000569,W002158|W001354|W001152,0.004155|0.114535|0.079876,0.017062|0.069161|0.110615,0.001729,3,3,0.198566,0.196837,P2SH,W000140,W002158,3,193.528,4,2,2,1,synthetic_normal,normal
TX10002162,2026-01-03 07:34:00,850285,2,W000613|W001756|W002472,W001471|W002050|W002306,0.255582|1.568153|0.713563,1.988822|0.372642|0.173326,0.002508,3,3,2.537298,2.53479,P2SH,W000613,W001471,12,256.575,18,2,2,1,synthetic_normal,normal
TX10004985,2026-01-03 09:11:00,850295,3,W001776|W001174|W001629,W001135,0.066580|0.916387|0.019765,1.002202,0.00053,3,1,1.002732,1.002202,P2WSH,W001776,W001135,4,280.522,10,4,2,1,synthetic_normal,normal
TX10005347,2026-01-03 10:18:00,850301,3,W001635|W000901|W000616,W000457|W002081,0.010873|0.147551|0.073787,0.054710|0.174751,0.00275,3,2,0.232211,0.229461,P2PKH,W001635,W000457,10,229.524,11,1,1,1,synthetic_normal,normal
TX10006347,2026-01-03 10:36:00,850303,3,W001255,W002014|W001956|W001904|W002352,0.345760,0.053168|0.156879|0.014682|0.120030,0.001001,1,4,0.34576,0.344759,P2PKH,W001255,W002014,7,120.241,18,1,1,1,synthetic_normal,normal
TX10008263,2026-01-03 11:31:00,850309,3,W000947|W001795|W000120,W000930|W001721|W000224|W001281,0.367319|0.411462|0.110555,0.298875|0.135614|0.042673|0.411860,0.000314,3,4,0.889336,0.889022,P2SH,W000947,W000930,12,98.96,12,1,2,2,synthetic_normal,normal
TX10008737,2026-01-03 11:32:00,850309,3,W000976,W000439|W000601,2.310946,1.109821|1.200615,0.00051,1,2,2.310946,2.310436,P2PKH,W000976,W000439,6,86.869,8,3,1,2,synthetic_normal,normal
TX10004818,2026-01-03 12:20:00,850314,3,W001615|W000383|W000299,W001147|W000368|W001628|W000259,0.361845|0.003124|0.569445,0.485925|0.163768|0.193755|0.088097,0.002868,3,4,0.934413,0.931545,P2SH,W001615,W001147,3,248.46,13,1,2,2,synthetic_normal,normal
TX10008742,2026-01-03 12:31:00,850315,3,W000718,W001417|W002139,0.260747,0.176632|0.080355,0.003761,1,2,0.260747,0.256987,P2WSH,W000718,W001417,14,65.154,5,4,2,2,synthetic_normal,normal
TX10004552,2026-01-03 12:50:00,850317,3,W000528|W000169,W000700,0.163767|0.007152,0.168866,0.002052,2,1,0.170918,0.168866,P2WPKH,W000528,W000700,2,26.185,16,2,1,2,synthetic_normal,normal
TX10006371,2026-01-03 12:58:00,850317,3,W001993,W002132|W000429,1.943742,0.272123|1.670905,0.000715,1,2,1.943742,1.943027,P2WSH,W001993,W002132,11,106.188,3,3,2,2,synthetic_normal,normal
TX10008612,2026-01-03 13:01:00,850318,3,W001033|W001127,W001890|W001529|W002234|W001028,1.403496|1.228696,0.933433|0.328904|0.435947|0.931278,0.00263,2,4,2.632192,2.629562,P2PKH,W001033,W001890,2,74.88,13,2,2,2,synthetic_normal,normal
TX10009349,2026-01-03 13:39:00,850321,3,W000993|W002363,W001866,0.057998|0.636379,0.693502,0.000876,2,1,0.694378,0.693502,P2SH,W000993,W001866,15,254.471,4,2,2,1,synthetic_normal,normal
TX10002706,2026-01-03 13:51:00,850323,3,W000884|W000423|W002453,W000848|W000101|W002218|W002158,0.240913|0.231105|0.265361,0.180714|0.431249|0.105736|0.019336,0.000345,3,4,0.737379,0.737034,P2WSH,W000884,W000848,6,347.138,4,2,1,2,synthetic_normal,normal
TX10005090,2026-01-03 13:58:00,850323,3,W001240|W001343,W001035|W001564,0.028885|0.301299,0.054136|0.273653,0.002396,2,2,0.330185,0.327789,P2WPKH,W001240,W001035,15,154.29,2,3,1,2,synthetic_normal,normal
TX10003447,2026-01-03 14:02:00,850324,3,W002303|W002208|W002109,W000858|W001225,0.024199|0.139990|0.129957,0.135673|0.156863,0.00161,3,2,0.294147,0.292536,P2PKH,W002303,W000858,8,23.316,6,3,2,1,synthetic_normal,normal
TX10005616,2026-01-03 14:39:00,850327,3,W001158|W002233|W000791,W002494,0.058879|0.115564|0.597490,0.770875,0.001057,3,1,0.771933,0.770875,P2PKH,W001158,W002494,13,306.301,1,3,1,1,synthetic_normal,normal
TX10008825,2026-01-03 14:59:00,850329,3,W000798,W000322|W001071,0.408160,0.130081|0.275576,0.002502,1,2,0.40816,0.405657,P2PKH,W000798,W000322,15,180.537,6,2,2,2,synthetic_normal,normal
TX10000906,2026-01-03 14:59:00,850329,3,W000030|W001733|W001776|W000940|W002050|W001684|W000366|W000016,W000014|W001665|W000487|W000348|W001550|W000787,0.513824|0.204045|0.175308|0.283092|0.364340|1.132909|0.377204|0.471394,0.813327|0.655695|0.362092|1.556982|0.022858|0.065160,0.046002,8,6,3.522116,3.476113,P2PKH,W000024,W000014,107,2.298,88,25,5,7,synthetic_anomalous,fan_in
TX10003151,2026-01-03 15:34:00,850333,3,W002245,W002037|W001814,0.399926,0.051208|0.346822,0.001896,1,2,0.399926,0.39803,P2WSH,W002245,W002037,15,190.378,13,2,1,1,synthetic_normal,normal
TX10003316,2026-01-03 16:38:00,850339,3,W000400,W002416|W001894|W001134,0.165354,0.085604|0.013968|0.065045,0.000737,1,3,0.165354,0.164617,P2WSH,W000400,W002416,3,149.501,15,3,2,2,synthetic_normal,normal
TX10001431,2026-01-03 17:09:00,850342,3,W002427|W001077|W001965,W000630,0.024376|0.247113|0.278526,0.547335,0.00268,3,1,0.550016,0.547335,P2WPKH,W002427,W000630,3,49.968,7,1,2,1,synthetic_normal,normal
TX10007083,2026-01-03 17:33:00,850345,3,W001843,W001744|W002126,0.276026,0.048261|0.224923,0.002842,1,2,0.276026,0.273184,P2WSH,W001843,W001744,11,30.11,2,2,2,2,synthetic_normal,normal
TX10006173,2026-01-03 17:37:00,850345,3,W001340,W002130,0.448436,0.447211,0.001225,1,1,0.448436,0.447211,P2SH,W001340,W002130,15,232.636,19,2,1,1,synthetic_normal,normal
TX10006725,2026-01-03 17:43:00,850346,3,W001968|W002276|W000796,W002216|W002378|W001365|W000629,0.015123|0.086755|0.019827,0.000310|0.008053|0.061214|0.049242,0.002887,3,4,0.121705,0.118818,P2WPKH,W001968,W002216,2,203.072,12,3,1,2,synthetic_normal,normal
TX10006103,2026-01-03 18:59:00,850353,3,W000530,W002287,0.278438,0.277106,0.001332,1,1,0.278438,0.277106,P2SH,W000530,W002287,3,289.078,19,1,1,1,synthetic_normal,normal
TX10002738,2026-01-03 19:58:00,850359,3,W000089|W002163,W002232|W000474|W002060|W000066,0.240558|0.193490,0.081975|0.136442|0.058833|0.154952,0.001845,2,4,0.434048,0.432203,P2SH,W000089,W002232,15,79.463,19,1,1,2,synthetic_normal,normal
TX10002449,2026-01-03 20:07:00,850360,3,W002264|W002133|W000742,W001311|W000176|W000660|W002319,0.076191|0.264334|0.639249,0.047135|0.636806|0.278495|0.013815,0.003523,3,4,0.979775,0.976251,P2WPKH,W002264,W001311,4,42.109,7,1,1,1,synthetic_normal,normal
TX10007382,2026-01-03 20:23:00,850362,3,W001997,W000832|W000375|W002037|W000073,0.982176,0.258467|0.096324|0.345722|0.277989,0.003674,1,4,0.982176,0.978502,P2WSH,W001997,W000832,14,138.514,16,4,1,2,synthetic_normal,normal
TX10009590,2026-01-03 20:33:00,850363,3,W000075,W001486|W001150|W001186|W002097,0.332295,0.171622|0.112476|0.013007|0.031329,0.003861,1,4,0.332295,0.328434,P2WPKH,W000075,W001486,10,136.694,19,2,2,2,synthetic_normal,normal
TX10002781,2026-01-03 21:30:00,850369,3,W001690|W000983,W000640|W000108|W000896,0.078541|0.649390,0.408258|0.121430|0.198187,5.7e-05,2,3,0.727931,0.727875,P2PKH,W001690,W000640,13,187.85,15,3,1,2,synthetic_normal,normal
TX10002262,2026-01-03 22:26:00,850374,3,W001278|W002225,W001580|W002193,0.173901|0.039094,0.199846|0.010754,0.002394,2,2,0.212995,0.2106,P2PKH,W001278,W001580,9,202.271,16,3,2,1,synthetic_normal,normal
TX10008964,2026-01-03 23:00:00,850378,3,W000248|W000646|W002372,W001645|W000320|W002369,0.189261|0.039325|0.044558,0.166323|0.024598|0.079395,0.002829,3,3,0.273144,0.270316,P2SH,W000248,W001645,5,246.48,7,4,1,2,synthetic_normal,normal
TX10003420,2026-01-03 23:14:00,850379,3,W001722|W000567,W000296|W002389|W001544,0.227849|0.073779,0.075557|0.041139|0.182515,0.002417,2,3,0.301628,0.299212,P2SH,W001722,W000296,4,230.895,16,3,1,1,synthetic_normal,normal
TX10003162,2026-01-03 23:14:00,850379,3,W002463|W000596,W000272|W001235|W001469|W001668,0.579688|0.008579,0.059422|0.192402|0.021266|0.311998,0.003179,2,4,0.588267,0.585087,P2WSH,W002463,W000272,7,195.888,5,2,2,1,synthetic_normal,normal
TX10004840,2026-01-03 23:16:00,850379,3,W002398|W000905,W001531|W000167|W000437|W002086,1.146436|0.584437,0.250658|0.898403|0.349242|0.230894,0.001675,2,4,1.730873,1.729198,P2PKH,W002398,W001531,3,271.297,14,3,1,1,synthetic_normal,normal
TX10009717,2026-01-03 23:30:00,850381,3,W001381,W002252|W000113,1.502226,0.169197|1.330219,0.00281,1,2,1.502226,1.499415,P2WSH,W001381,W002252,6,55.113,2,1,1,2,synthetic_normal,normal
TX10008806,2026-01-04 00:02:00,850384,3,W000292,W000987|W002346|W001429|W000203,0.765832,0.179091|0.499472|0.034089|0.050706,0.002474,1,4,0.765832,0.763358,P2WSH,W000292,W000987,2,46.46,10,1,1,1,synthetic_normal,normal
TX10009549,2026-01-04 00:38:00,850387,3,W001698,W001994|W002281,0.957435,0.536358|0.417556,0.003521,1,2,0.957435,0.953914,P2WPKH,W001698,W001994,1,134.289,12,2,2,1,synthetic_normal,normal
TX10008322,2026-01-04 00:59:00,850389,3,W000602|W001906,W001915|W000873|W000387|W001661,0.122765|0.475358,0.017008|0.513479|0.046335|0.017413,0.003888,2,4,0.598123,0.594235,P2WSH,W000602,W001915,3,112.662,10,4,2,1,synthetic_normal,normal
TX10005711,2026-01-04 01:25:00,850392,3,W001816|W001193,W002494|W000550|W001443|W000243,0.238618|0.044991,0.031197|0.143900|0.003506|0.104598,0.00041,2,4,0.28361,0.2832,P2PKH,W001816,W002494,12,322.495,8,3,2,1,synthetic_normal,normal
TX10003605,2026-01-04 01:27:00,850392,3,W001860|W000684,W001378|W000009|W002017,1.185314|0.677413,0.946032|0.233618|0.681488,0.00159,2,3,1.862728,1.861138,P2WSH,W001860,W001378,3,227.134,1,4,1,1,synthetic_normal,normal
TX10000235,2026-01-04 01:51:00,850395,3,W001827|W001941|W001446|W000417|W000234|W001949,W000489|W002119|W000298|W001161,0.014200|0.327229|0.272858|0.069135|0.089665|0.361865,0.584932|0.031228|0.170220|0.280427,0.068147,6,4,1.134953,1.066806,P2PKH,W001827,W000489,102,2.142,87,16,7,8,synthetic_anomalous,cross_border_burst
TX10003799,2026-01-04 02:18:00,850397,3,W001733|W002295|W002441,W000229|W001262|W001252,0.044456|0.480166|0.165661,0.040262|0.282366|0.365894,0.001761,3,3,0.690284,0.688522,P2PKH,W001733,W000229,2,56.038,5,4,1,1,synthetic_normal,normal
TX10001843,2026-01-04 02:32:00,850399,3,W002057|W001070|W002493,W002033|W000559,0.016620|0.307081|0.582412,0.857521|0.048091,0.000501,3,2,0.906113,0.905612,P2SH,W002057,W002033,10,283.496,16,4,1,2,synthetic_normal,normal
TX10009352,2026-01-04 04:50:00,850413,3,W002459|W001731,W000755|W001093|W002152,0.061108|0.418815,0.049187|0.045241|0.381888,0.003608,2,3,0.479924,0.476316,P2WSH,W002459,W000755,15,128.333,9,1,2,1,synthetic_normal,normal
TX10007406,2026-01-04 05:05:00,850414,3,W001364,W000886|W001597,0.329888,0.065913|0.260155,0.00382,1,2,0.329888,0.326068,P2WSH,W001364,W000886,6,88.766,1,4,1,2,synthetic_normal,normal
TX10001519,2026-01-04 05:08:00,850414,3,W002274|W001451,W000808|W000418|W000715|W001248,1.058407|0.043625,0.368298|0.091378|0.323448|0.316349,0.00256,2,4,1.102033,1.099473,P2SH,W002274,W000808,4,23.589,19,2,1,2,synthetic_normal,normal
TX10006321,2026-01-04 05:51:00,850419,3,W001803|W001061|W000013,W000146|W002380|W001188|W000654,0.465134|0.657834|0.038481,0.410711|0.220115|0.131597|0.396623,0.002404,3,4,1.16145,1.159045,P2PKH,W001803,W000146,13,206.603,18,1,1,2,synthetic_normal,normal
TX10001141,2026-01-04 06:00:00,850420,3,W000072|W001151,W000423|W001824|W000726,0.160239|0.210161,0.148888|0.027456|0.191871,0.002186,2,3,0.3704,0.368214,P2PKH,W000072,W000423,13,302.477,10,3,1,1,synthetic_normal,normal
TX10006117,2026-01-04 06:19:00,850421,3,W000756,W002254,0.166015,0.165689,0.000327,1,1,0.166015,0.165689,P2SH,W000756,W002254,3,57.283,10,4,1,2,synthetic_normal,normal
TX10000790,2026-01-04 06:32:00,850423,3,W000050|W000649|W002408|W001908,W001632|W001380|W000369|W000036,0.988919|0.390425|0.639962|0.119383,1.509619|0.065621|0.289726|0.223717,0.050005,4,4,2.138689,2.088684,P2SH,W000050,W001632,120,3.984,89,1,4,8,synthetic_anomalous,ip_wallet_reuse
TX10005722,2026-01-04 06:38:00,850423,3,W001365|W000894|W001782,W000123|W001486|W000475,0.017664|0.131715|0.345412,0.043723|0.255212|0.195627,0.000227,3,3,0.49479,0.494562,P2WPKH,W001365,W000123,11,181.965,1,2,1,2,synthetic_normal,normal
TX10007640,2026-01-04 06:42:00,850424,3,W001211|W000616|W002204,W001758|W000634|W001904,0.441016|0.103799|0.716676,0.837680|0.247503|0.174259,0.00205,3,3,1.261492,1.259442,P2SH,W001211,W001758,6,348.309,16,2,2,1,synthetic_normal,normal
TX10009360,2026-01-04 07:04:00,850426,3,W000348,W002121,0.201251,0.200938,0.000312,1,1,0.201251,0.200938,P2WSH,W000348,W002121,5,192.251,7,4,1,2,synthetic_normal,normal
TX10007516,2026-01-04 07:27:00,850428,3,W000287|W002295,W000375|W002467|W002021,0.016980|0.171942,0.119679|0.039943|0.026253,0.003046,2,3,0.188921,0.185876,P2SH,W000287,W000375,12,216.731,14,2,1,2,synthetic_normal,normal
TX10005069,2026-01-04 07:28:00,850428,3,W001341,W001418,0.396947,0.394110,0.002837,1,1,0.396947,0.39411,P2WPKH,W001341,W001418,1,107.215,3,3,1,2,synthetic_normal,normal
TX10008052,2026-01-04 07:59:00,850431,3,W000110,W000623|W001741|W000295,0.339991,0.134026|0.088233|0.114948,0.002784,1,3,0.339991,0.337207,P2WSH,W000110,W000623,7,287.022,5,4,1,1,synthetic_normal,normal
TX10002544,2026-01-04 08:31:00,850435,4,W001299|W002149,W002192|W001515|W000572,0.388011|0.002528,0.077134|0.148781|0.162373,0.002252,2,3,0.390539,0.388287,P2WSH,W001299,W002192,13,312.989,7,1,1,2,synthetic_normal,normal
TX10007312,2026-01-04 08:46:00,850436,4,W000366|W001268|W000970,W000048|W000881|W001809|W001691,0.436338|0.597740|0.267514,0.858374|0.335185|0.017450|0.090274,0.000309,3,4,1.301592,1.301283,P2WSH,W000366,W000048,1,113.468,6,3,2,1,synthetic_normal,normal
TX10009499,2026-01-04 08:56:00,850437,4,W000607|W000672,W000348,0.467874|0.214041,0.681063,0.000853,2,1,0.681915,0.681063,P2PKH,W000607,W000348,3,198.64,7,1,2,2,synthetic_normal,normal
TX10002436,2026-01-04 09:32:00,850441,4,W001067|W000691|W002307,W000309|W002220|W000132|W000372,0.550575|0.050203|0.003040,0.333454|0.038733|0.056743|0.172884,0.002005,3,4,0.603818,0.601814,P2WPKH,W001067,W000309,6,45.385,9,4,2,2,synthetic_normal,normal
TX10004334,2026-01-04 09:37:00,850441,4,W000770|W000902|W002493,W002109|W001931|W000376,0.177161|0.283520|0.214152,0.026637|0.349668|0.294774,0.003753,3,3,0.674832,0.671079,P2SH,W000770,W002109,13,347.251,13,4,1,2,synthetic_normal,normal
TX10004860,2026-01-04 09:42:00,850442,4,W000815|W000328|W000407,W000158|W002448|W001571,0.179911|0.651005|0.373332,0.739563|0.086965|0.374475,0.003245,3,3,1.204247,1.201003,P2WSH,W000815,W000158,7,327.689,16,1,2,2,synthetic_normal,normal
TX10006530,2026-01-04 10:48:00,850448,4,W001902|W000754,W000780|W000513|W000747,0.182195|0.113899,0.112835|0.035970|0.145955,0.001333,2,3,0.296093,0.29476,P2WSH,W001902,W000780,2,304.936,5,3,1,1,synthetic_normal,normal
TX10003126,2026-01-04 12:08:00,850456,4,W000169|W000592,W002321|W001481|W000763,0.115512|0.129618,0.027092|0.119899|0.095769,0.00237,2,3,0.24513,0.24276,P2WPKH,W000169,W002321,12,283.177,16,3,1,2,synthetic_normal,normal
TX10007200,2026-01-04 12:45:00,850460,4,W001988|W002467,W001251|W000019,0.380858|0.051744,0.026937|0.405482,0.000183,2,2,0.432602,0.432419,P2WPKH,W001988,W001251,14,190.616,3,1,2,2,synthetic_normal,normal
TX10003729,2026-01-04 13:10:00,850463,4,W001458,W000653|W000799|W002082,0.135623,0.006654|0.071175|0.054019,0.003775,1,3,0.135623,0.131848,P2WPKH,W001458,W000653,11,118.65,12,4,2,2,synthetic_normal,normal
TX10002234,2026-01-04 13:11:00,850463,4,W000020|W001742|W001054,W001342|W000364,0.059475|0.063888|0.147488,0.138369|0.131969,0.000513,3,2,0.270851,0.270338,P2WPKH,W000020,W001342,8,110.469,2,2,1,2,synthetic_normal,normal
TX10001046,2026-01-04 13:12:00,850463,4,W000055,W000831|W000833|W001172|W000525,0.520542,0.064688|0.208375|0.214970|0.031074,0.001436,1,4,0.520542,0.519107,P2PKH,W000055,W000831,10,98.778,7,2,2,1,synthetic_normal,normal
TX10006933,2026-01-04 13:27:00,850464,4,W001068|W000486|W000429,W002259|W001993|W000345|W002250,0.176454|0.003077|0.156118,0.007340|0.028297|0.259296|0.037418,0.003298,3,4,0.335649,0.33235,P2PKH,W001068,W002259,3,122.196,15,1,2,1,synthetic_normal,normal
TX10001475,2026-01-04 13:43:00,850466,4,W002468,W002066,0.439007,0.435887,0.00312,1,1,0.439007,0.435887,P2SH,W002468,W002066,11,284.329,1,3,1,2,synthetic_normal,normal
TX10000654,2026-01-04 14:03:00,850468,4,W000035|W002410|W001505|W000531,W002076|W000534|W000937|W001678,0.188979|0.120205|0.589255|0.692068,0.430526|0.096128|0.291263|0.706225,0.066366,4,4,1.590507,1.524141,P2SH,W000035,W002076,61,1.318,158,2,3,6,synthetic_anomalous,ip_wallet_reuse
TX10001971,2026-01-04 14:18:00,850469,4,W002351|W001753,W001171|W002243,0.339859|0.129394,0.021525|0.447034,0.000694,2,2,0.469253,0.468559,P2PKH,W002351,W001171,5,124.386,10,3,1,2,synthetic_normal,normal
TX10003681,2026-01-04 14:56:00,850473,4,W001204,W002057|W000026,0.951331,0.785596|0.163940,0.001796,1,2,0.951331,0.949535,P2WSH,W001204,W002057,9,219.114,2,1,1,2,synthetic_normal,normal
TX10008494,2026-01-04 15:25:00,850476,4,W000581,W002231|W000949|W001472|W001553,0.555237,0.213693|0.097393|0.018305|0.222470,0.003376,1,4,0.555237,0.551861,P2WSH,W000581,W002231,5,284.8,8,2,2,1,synthetic_normal,normal
TX10004436,2026-01-04 15:28:00,850476,4,W001101|W001177,W000134|W001655|W001807|W001340,0.095529|0.139162,0.021877|0.021399|0.071120|0.118563,0.001732,2,4,0.234691,0.232959,P2WSH,W001101,W000134,9,204.623,19,4,1,2,synthetic_normal,normal
TX10004425,2026-01-04 15:56:00,850479,4,W001046,W000291|W000691|W000091,0.209154,0.042629|0.046498|0.116689,0.003338,1,3,0.209154,0.205816,P2WSH,W001046,W000291,6,105.072,1,4,1,1,synthetic_normal,normal
TX10006404,2026-01-04 15:59:00,850479,4,W002352|W001570|W001500,W001185,0.200541|0.129578|0.021441,0.349431,0.002129,3,1,0.35156,0.349431,P2WPKH,W002352,W001185,7,356.442,2,1,1,1,synthetic_normal,normal
TX10008537,2026-01-04 16:24:00,850482,4,W001715|W001469|W001367,W002235,0.015700|0.047876|0.112681,0.174070,0.002188,3,1,0.176258,0.17407,P2WPKH,W001715,W002235,11,311.305,2,2,1,1,synthetic_normal,normal
TX10007114,2026-01-04 16:49:00,850484,4,W000556|W002359,W001660|W002135|W000998,0.181415|0.060293,0.177004|0.039141|0.022116,0.003447,2,3,0.241708,0.238261,P2SH,W000556,W001660,12,61.177,3,4,2,1,synthetic_normal,normal
TX10008663,2026-01-04 16:54:00,850485,4,W002378,W002327,0.234575,0.230793,0.003782,1,1,0.234575,0.230793,P2WSH,W002378,W002327,9,295.324,11,4,2,2,synthetic_normal,normal
TX10000880,2026-01-04 17:09:00,850486,4,W001499|W000838|W001699|W000221|W002011,W000992|W001641|W000105|W001740|W002222|W002129|W000187,0.493161|0.389441|1.094489|0.117054|0.337473,0.157128|0.213462|1.118082|0.106687|0.243651|0.388204|0.130323,0.07408,5,7,2.431619,2.357538,P2WPKH,W001499,W000992,138,1.141,107,42,7,3,synthetic_anomalous,rapid_chain
TX10001438,2026-01-04 17:14:00,850487,4,W001632|W000958|W002374,W002104,0.063684|0.084633|0.051440,0.199501,0.000256,3,1,0.199756,0.199501,P2PKH,W001632,W002104,5,294.372,5,1,1,1,synthetic_normal,normal
TX10005994,2026-01-04 18:20:00,850494,4,W002325|W000843|W001339,W000518|W001719,0.006978|0.173382|0.084371,0.083807|0.179918,0.001005,3,2,0.26473,0.263725,P2PKH,W002325,W000518,9,157.342,16,4,2,2,synthetic_normal,normal
